1,0.08574295
2,0.042845011
3,0.028576136
4,0.022272825
5,0.017141104
6,0.014307976
7,0.012258053
8,0.011107922
9,0.009849072
10,0.009116888
11,0.007903099
12,0.007190943
13,0.006682158
14,0.006245136
15,0.005959988
16,0.006019115
17,0.005090952
18,0.00485301
19,0.004579067
20,0.004633904
21,0.004239082
22,0.004302025
23,0.003820896
24,0.003979921
25,0.003509045
26,0.003423929
27,0.003480911
28,0.003580093
29,0.002971888
30,0.003196001
31,0.003064871
32,0.002699137
33,0.002629042
34,0.002722979
35,0.002543211
36,0.002444029
37,0.002505064
38,0.00275588
39,0.00285697
40,0.002417088
41,0.003859997
42,0.002503157
43,0.002610922
44,0.002465963
45,0.003994942
46,0.002517939
47,0.003982067
48,0.002443075
49,0.004199982
50,0.001919985
51,0.003996134
52,0.004484892
53,0.001646042
54,0.00226903
55,0.001574039
56,0.00158
57,0.003415108
58,0.001488924
59,0.004835129
60,0.001726151
61,0.001427174
62,0.001405001
63,0.001373053
64,0.001421928
65,0.001390934
66,0.001324892
67,0.003220081
68,0.001357079
69,0.00323391
70,0.001336098
71,0.001217842
72,0.001242876
73,0.001207113
74,0.001405001
75,0.0011549
76,0.001137018
77,0.001124859
78,0.001260042
79,0.001444101
80,0.001094818
81,0.001070023
82,0.001060963
83,0.001044035
84,0.001260996
85,0.003911018
86,0.002114058
87,0.00099802
88,0.000991106
89,0.000990868
90,0.00099206
91,0.00144577
92,0.001451969
93,0.002568007
94,0.003325939
95,0.002812147
96,0.00317502
97,0.002691031
98,0.002944946
99,0.003153086
100,0.002855062
100,0.003139019
